Rec Id,Src Acct Code,Src Acct Desc,Xref Key,Acct Id,Property Id,Property Name,Acct Code,Acct Suffix,Acct Name,Multiplier,Created,Updated
"25,983",WARR-Stat,Warren Comp,,0,0,,,,,1.00,09/23/2023,09/23/2023
"25,984",LOCAL-Rev,Local,,0,0,,,,,1.00,10/09/2023,10/09/2023
"25,985",LOCAL-Stat,Local,,0,0,,,,,1.00,10/09/2023,10/09/2023
"25,986",NPET,NON PET ROOM,,332,10,Crown City Inn,40120-635,,Revenues : Other Revenue,1.00,10/09/2023,12/15/2023
"25,987",SLOG,SMORES LOG,,332,10,Crown City Inn,40120-635,,Revenues : Other Revenue,1.00,10/09/2023,10/10/2023
"25,988",SPKG,SMORES PKG,,332,10,Crown City Inn,40120-635,,Revenues : Other Revenue,1.00,10/09/2023,10/10/2023
"25,989",92,misc SALES TAX,,455,10,Crown City Inn,20103-662,,Tax Payable: Tourist Tax Payable,1.00,01/07/2021,10/10/2023
"25,990",91,SALES TAX,,455,10,Crown City Inn,20103-662,,Tax Payable: Tourist Tax Payable,1.00,10/26/2021,10/10/2023
"25,991",VISA/MASTER,VISA/MASTER,,487,10,Crown City Inn,10130-715,,Cash in Bank : Cash in Ckg-CROWN INC-WFB-3384,-1.00,01/07/2021,10/10/2023
"25,992",DISCOVER,DISCOVER,,487,10,Crown City Inn,10130-715,,Cash in Bank : Cash in Ckg-CROWN INC-WFB-3384,-1.00,01/07/2021,10/10/2023
"25,993",CL ADV DEP CTRL,CL ADV DEP CTRL,AdvDepToGstLedger,0,10,Crown City Inn,,,,1.00,03/23/2021,10/10/2023
"25,994",CL DB CONTROL,CL DB CONTROL,GstXfer,0,10,Crown City Inn,,,,1.00,03/23/2021,10/10/2023
"25,995",FD,FORFEIT ADV DEP,,332,10,Crown City Inn,40120-635,,Revenues : Other Revenue,1.00,01/19/2021,10/10/2023
"25,996",GFT,GIFT BASKET,,332,10,Crown City Inn,40120-635,,Revenues : Other Revenue,1.00,10/11/2023,10/16/2023
"25,997",GL REST PYBL,GL REST PYBL,,0,0,,,,,1.00,10/14/2023,10/14/2023
"25,998",RELX-Rev,RELX,,0,0,,,,,1.00,12/02/2023,12/02/2023
"25,999",RELX-Stat,RELX,,0,0,,,,,1.00,12/02/2023,12/02/2023
"26,000",WNTR-Rev,WNTR 2 + night discount,,0,0,,,,,1.00,12/20/2023,12/20/2023
"26,001",WNTR-Stat,WNTR 2 + night discount,,0,0,,,,,1.00,12/20/2023,12/20/2023
"26,002",FX2,ROOM REVENUE PORTIO POINTS,,0,0,,,,,1.00,12/20/2023,12/20/2023
"26,003",SWIM-Rev,Swim Group,,0,0,,,,,1.00,12/21/2023,12/21/2023
"26,004",SWIM-Stat,Swim Group,,0,0,,,,,1.00,12/21/2023,12/21/2023
"26,005",WEDD-Rev,Wedding Group,,0,0,,,,,1.00,01/01/2024,01/01/2024
"26,006",WEDD-Stat,Wedding Group,,0,0,,,,,1.00,01/01/2024,01/01/2024
"26,007",SCR,SECURITY DEPOSIT REFUND,GstCash,0,14,Bard's Inn,,,,-1.00,03/08/2024,03/08/2024
"26,008",PROMO-Rev,PROMOTION RATE,,0,0,,,,,1.00,04/03/2024,04/03/2024
"26,009",PROMO-Stat,PROMOTION RATE,,0,0,,,,,1.00,04/03/2024,04/03/2024
"26,010",CCS,3.5% Credit Card Surcharge,,0,0,,,,,1.00,04/04/2024,04/04/2024
"26,011",LCO,LATE CHECK OUT FEE,,332,10,Crown City Inn,40120-635,,Revenues : Other Revenue,1.00,04/11/2024,05/08/2024
"26,012",X8,TUB SEAT,,332,15,Best Western Windsor Inn,40120-635,,Revenues : Other Revenue,1.00,10/26/2021,08/30/2024
"26,013",EC,Early Check-In,,332,3,Driftwood Inn,40120-635,,Revenues : Other Revenue,1.00,09/27/2024,10/21/2024
"26,014",CS,X3 EXTRA GUEST CHARGE,,332,15,Best Western Windsor Inn,40120-635,,Revenues : Other Revenue,1.00,10/21/2024,10/21/2024
"26,015",92,misc SALES TAX,,455,14,Bard's Inn,20103-662,,Tax Payable: Tourist Tax Payable,1.00,01/07/2021,11/11/2024
"26,016",X4,PET CHARGE,,332,8,El Bonita Motel,40120-635,,Revenues : Other Revenue,1.00,01/07/2021,11/11/2024
"26,017",X4,PET CHARGE,,332,9,Lakeside Lodge & Suites,40120-635,,Revenues : Other Revenue,1.00,01/07/2021,11/11/2024
"26,018",92,misc SALES TAX,,455,6,Sawtooth Inn,20103-662,,Tax Payable: Tourist Tax Payable,1.00,01/07/2021,11/11/2024
"26,019",CCRI,Crib,,0,0,,,,,1.00,01/11/2025,01/11/2025
"26,020",CECI,Early Check-In,,0,0,,,,,1.00,01/11/2025,01/11/2025
"26,021",CLCO,Late Check-Out,,0,0,,,,,1.00,01/11/2025,01/11/2025
"26,022",CPET,Pet Fee,,332,0,,40120-635,,Revenues : Other Revenue,1.00,01/11/2025,02/11/2025
"26,023",CROL,Roll-Away Bed,,332,0,,40120-635,,Revenues : Other Revenue,1.00,01/11/2025,02/11/2025
"26,024",CUP1,Room Upgrade 1,,0,0,,,,,1.00,01/11/2025,01/11/2025
"26,025",CUP2,Room Upgrade 2,,0,0,,,,,1.00,01/11/2025,01/11/2025
"26,026",CUP3,Room Upgrade 3,,0,0,,,,,1.00,01/11/2025,01/11/2025
"26,027",CUP4,Room Upgrade 4,,0,0,,,,,1.00,01/11/2025,01/11/2025
"26,028",CUP5,Room Upgrade 5,,0,0,,,,,1.00,01/11/2025,01/11/2025
"26,029",CXP1,Extra Person Charge 1,,0,0,,,,,1.00,01/11/2025,01/11/2025
"26,030",CXP2,Extra Person Charge 2,,0,0,,,,,1.00,01/11/2025,01/11/2025
"26,031",CXP3,Extra Person Charge 3,,0,0,,,,,1.00,01/11/2025,01/11/2025
"26,032",CR,REFUND CASH,GstCash,0,1,Marina Beach Motel,,,,-1.00,01/07/2021,10/20/2021
"26,033",Total Rooms,Total Rooms,,0,0,,,,,1.00,02/28/2025,02/28/2025
